#NAME,ADM3_R1_q25,SSD4_S18_L001_R1_001,M1_2,DEVA_BWPP7_M,SSD7_S5_L001_R1_001,M9_2,G5088,SSD8_S7_L003_R1_001,LHC14.Cone.Pool.Cones,Zloty_Stok_ZS_2,Zloty_Stok_ZS_3,SD6_S2_L002_R1_001,JM5.R1,SSD4_S18_L002_R1_001,SSD8_S7_L004_R1_001,SSD10_S12_L002_R1_001,M8_1,SD7_S4_L001_R1_001,JM6.R1,DEVA_BWPP7_G,M8_2,M4_1,JM23.R1,M6_1,M7_1,SD3_S15_L001_R1_001,G5089,M5_2,SSD6_S3_L003_R1_001,G5090,JM29.R1,KOW_3,SD6_S2_L001_R1_001,GB14.Black.Soil.Upstream.of.Weir,ADM1_R1_q25,KOW_2,DEVA_BWPP7_L,M2_2,GB14.Orange.Biofilm.Below.Weir,SSD9_S9_L002_R1_001,SSD3_S16_L003_R1_001,JM30.R1,DEVA_BWPP7_N,M4__2,SD10_S10_L001_R1_001,M2_1,M5_1,JM26.R1,DEVA_BWPP7_H,GB14.Cone.Pool.Mat,JM4.R1,M1_1,KOW_0,JM31.R1,M6_2,SSD10_S12_L003_R1_001,ADM2_R1_q25,M7_2,JM15.R1,M3_1,JM8.R1,DEVA_BWPP7_I,M3_2
K04510,0,2,255,807,37,91,309,57,9,1815,887,33,31,39,36,34,75,62,28,1054,61,1,33,0,205,53,484,183,44,252,34,0,52,208,192,345,936,285,37,29,23,24,536,547,26,293,175,12,1330,129,16,253,358,41,202,33,24,194,63,250,46,1174,0
K04512,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,8,0,1,0,0,2,0,0,0,7,1,0,0,6,0,0,0,0,1,1,0,1,3,0,2,0,0,1,0,0,1,0,0,0,1,1,0,6,0
K04514,0,0,4,1,0,9,2,0,0,9,1,0,0,0,0,0,6,0,0,0,5,1,0,0,5,0,5,9,0,8,1,1,0,21,0,0,0,3,1,0,0,0,1,12,0,5,10,0,5,0,0,6,0,0,5,0,0,6,0,4,1,7,0
K04520,0,0,67,51,2,12,81,0,0,536,105,0,0,2,2,4,9,2,0,173,14,0,2,0,16,4,160,15,0,77,0,0,0,55,19,16,43,60,0,1,0,0,35,34,3,47,27,0,269,37,1,47,14,1,22,0,3,11,4,57,6,302,0
K04530,0,0,77,116,0,19,157,1,0,806,162,0,1,0,0,0,18,0,1,241,17,0,10,0,21,1,220,31,1,123,7,0,1,96,38,47,92,71,18,1,0,12,157,56,0,49,43,6,346,4,0,61,23,16,36,0,0,17,2,86,4,498,1
K04540,0,0,106,231,0,31,407,0,0,1712,473,3,0,1,0,0,11,5,2,600,13,0,6,0,13,0,575,41,0,199,4,2,3,85,51,47,169,105,17,0,2,2,283,66,0,115,46,1,750,4,2,92,33,3,56,0,15,19,7,113,3,873,2
K04610,0,0,9,3,0,5,1,0,0,11,11,0,0,0,0,0,3,1,0,4,4,0,2,0,7,1,3,4,0,2,0,0,1,0,15,3,9,4,0,1,0,1,0,5,0,4,4,1,9,0,0,5,12,3,9,0,5,6,1,8,3,3,0
K04612,0,0,1,1,0,0,19,0,0,1,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,9,2,0,6,0,0,0,1,0,0,1,5,0,0,0,0,5,2,0,5,4,0,15,0,0,6,0,0,4,0,0,0,0,11,0,18,0
K04614,0,0,13,21,0,15,7,0,1,17,71,1,5,1,1,0,1,1,1,29,5,0,2,0,7,0,12,7,0,8,2,0,0,5,1,8,20,15,4,0,0,2,15,6,1,16,5,0,30,9,0,16,23,1,6,0,0,2,1,13,5,28,0
K04620,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
K04621,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
K04622,0,1,9,33,0,2,20,0,2,21,15,1,0,0,1,0,1,0,0,13,1,0,1,0,10,0,18,4,1,11,0,0,1,3,8,142,49,13,0,4,0,0,12,7,1,10,4,0,36,0,0,4,47,0,3,1,2,5,4,9,1,27,0
K04623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K04626,212,78,3255,5969,382,4366,6999,570,5866,9555,18604,757,1411,470,583,531,3781,940,1311,7910,3871,5,1280,4,3347,515,6339,3328,492,5650,1811,13,742,3140,15900,30234,7139,3433,5562,425,263,1647,5337,3366,411,3545,3228,1456,9765,6527,1280,3191,34325,1358,3051,408,2346,3323,1713,3228,1029,9374,2
K04630,0,0,11,2,0,30,4,0,0,8,4,0,0,0,1,0,12,2,2,12,9,0,0,0,4,0,12,6,0,5,0,1,1,6,0,2,4,19,1,1,0,0,5,5,0,18,6,0,16,0,0,15,1,1,11,0,0,1,1,19,1,7,0
K04640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
K04650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K04660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K04662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K04666,0,0,3,5,0,1,4,0,0,4,4,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,6,0,3,6,0,12,0,0,4,0,0,2,0,1,0,0,4,0,9,0
K04670,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,1,0,2,0,1,0,1,0,2,0,0,0,0,0,0,8,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,3,0
K04672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K04710,0,0,4,2,1,4,0,1,2,7,4,1,1,2,1,1,2,1,2,13,2,0,0,0,6,0,8,3,0,12,2,0,0,0,0,7,4,7,2,1,1,0,3,9,0,3,3,0,13,1,4,8,0,7,2,1,0,7,0,7,0,44,0
K04711,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,12,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0
K04712,0,0,7,4,0,3,4,0,4,0,20,1,14,0,1,0,23,1,4,23,16,0,1,0,2,1,19,11,0,2,8,0,0,1,1,9,5,8,2,0,0,5,20,14,0,9,5,8,25,0,6,9,8,1,10,0,7,6,8,2,2,32,0
K04722,0,0,4,1,0,2,8,3,0,3,1,0,0,0,0,0,2,2,0,0,1,0,0,0,3,0,7,0,0,10,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,1,0,2,0
K04723,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K04730,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K04740,0,0,0,0,0,1,0,0,3,20,8,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,1,0,0,0,0,2,12,1,3,2,0,0,0,3,5,0,2,0,1,4,2,0,3,14,0,1,0,0,0,1,3,1,12,0
K04742,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,2,0,0,0,0,1,0,3,0
K04744,0,0,10,3,0,5,8,0,0,24,3,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,4,1,0,3,1,0,0,0,16,3,6,2,1,1,0,0,6,1,0,2,0,0,17,0,0,3,1,0,4,0,2,0,2,10,1,8,0
K04745,0,0,3,6,0,0,12,0,0,32,5,0,0,0,0,0,0,0,1,6,0,0,3,0,0,0,52,0,0,18,0,0,0,35,0,1,2,1,1,0,0,1,8,3,0,4,1,1,22,0,0,4,0,1,1,0,0,1,0,5,2,30,0
K04810,0,0,56,186,0,35,65,0,1,333,70,2,0,0,0,0,12,0,9,117,8,0,4,0,21,0,93,13,1,41,0,0,0,79,27,19,147,45,0,0,2,2,85,33,0,51,15,4,244,0,3,54,9,0,29,1,11,11,0,51,7,190,0
K04910,3,2,591,202,38,404,47,30,69,294,744,26,40,24,27,26,890,68,26,168,890,0,79,0,348,45,41,924,33,38,47,0,21,1719,262,1597,232,458,271,36,19,76,150,743,10,455,891,8,248,133,28,557,1529,24,603,21,50,451,31,415,18,165,0
K04912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K04920,0,0,2,0,0,0,4,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,3,0
K04930,0,0,2,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,1,4,0,0,0,0,5,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0
K04940,0,2,224,325,9,85,373,14,0,29,97,19,25,12,31,11,80,24,19,145,37,4,9,0,89,18,271,163,13,198,21,0,25,92,472,381,379,154,0,12,11,9,189,191,16,193,137,25,194,8,13,210,1237,23,200,12,133,102,12,252,42,191,3
K04950,0,0,0,0,0,3,0,0,0,9,3,0,0,0,0,0,0,0,0,4,5,0,1,0,2,0,1,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,4,2,0,3,0,0,7,0,0,2,1,0,0,0,0,3,0,0,0,18,0
K04960,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
K04962,0,0,160,41,10,48,86,7,36,195,260,20,19,4,7,9,10,15,12,116,25,0,16,0,155,5,135,76,8,105,14,0,8,136,209,299,67,102,77,3,4,10,35,92,11,102,63,36,130,212,20,185,125,24,82,8,99,138,65,126,44,177,0
K04964,0,0,0,2,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,6,0
K04966,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,5,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,2,0
K04970,0,0,5,2,0,5,0,0,0,5,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5,0,0,1,0,0,0,0,0,2,1,2,0,6,0
K04971,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,2,0,2,0,0,1,0,0,2,0,0,2,0,1,0,4,0
K04972,0,1,20,9,0,5,6,2,0,87,42,1,0,2,0,0,1,4,0,45,1,0,0,0,6,2,17,2,1,1,0,0,1,5,5,11,13,16,1,0,0,1,6,12,0,20,6,2,46,1,0,10,9,1,10,1,0,8,1,28,0,63,2
K04973,0,0,0,4,0,1,2,0,0,3,9,0,3,0,0,0,3,0,0,7,2,0,3,0,2,0,2,6,0,4,9,0,0,0,4,2,2,8,0,1,0,1,5,12,0,1,6,2,20,0,1,2,0,0,4,0,0,3,0,1,8,18,0
K04974,51,5,521,577,25,746,470,47,493,4161,3598,69,357,42,41,42,671,97,407,1103,660,4,234,10,696,31,496,533,30,341,357,0,80,221,1970,2976,623,661,437,41,35,281,786,615,28,610,526,459,1757,366,519,495,3136,252,616,33,179,720,418,470,226,1602,0
K04975,0,0,8,15,0,0,2,0,0,15,3,0,0,0,0,0,2,0,0,7,2,0,0,0,1,0,3,3,0,0,1,0,0,5,0,1,7,8,0,0,0,0,4,4,0,9,5,0,16,2,0,9,1,0,2,0,2,1,0,11,0,20,0
K04976,0,0,0,0,0,1,0,0,0,7,19,0,0,0,0,0,4,0,2,3,5,0,0,0,2,0,2,2,0,0,0,0,0,6,1,2,0,0,0,0,0,0,1,2,0,4,2,0,4,0,0,1,2,2,5,0,1,1,0,0,0,4,0
K05010,6,6,507,1043,17,321,950,42,179,10712,2194,37,153,28,41,21,244,69,133,2410,291,6,165,3,211,30,1063,360,27,453,238,6,74,345,454,1234,961,470,214,26,30,217,1173,401,23,451,334,169,3337,388,136,463,1236,147,304,24,89,202,218,591,109,3143,6
K05012,10,0,26,141,1,26,236,2,19,1118,246,2,11,2,1,6,21,2,10,301,36,0,20,0,13,2,234,9,4,82,5,0,3,95,122,92,146,37,9,1,2,8,105,26,7,22,12,11,422,11,10,26,148,14,18,3,12,14,9,39,9,474,0
K05014,0,0,31,13,1,7,10,0,2,19,7,0,2,1,1,0,8,5,0,25,3,0,0,0,5,1,20,16,3,19,0,0,2,8,11,0,16,17,0,2,0,0,17,21,3,21,10,1,48,2,0,42,0,1,8,2,0,4,2,22,0,25,0
K05016,1,0,103,149,0,8,277,0,9,1087,295,0,3,0,0,0,8,1,1,425,6,0,5,0,16,1,279,15,0,139,6,0,0,93,28,31,135,103,13,0,1,4,133,68,1,118,13,3,620,8,8,81,36,14,74,0,4,12,11,140,8,974,0
K05020,0,0,5,5,0,0,38,0,0,16,11,0,0,0,0,0,0,0,0,28,0,0,3,0,0,0,24,0,0,14,2,0,0,4,2,3,3,3,0,0,0,2,6,0,0,5,1,2,29,0,0,4,0,0,2,0,0,0,1,9,0,26,0
K05030,12,4,393,386,33,748,411,49,416,249,1712,69,104,32,44,34,588,63,154,601,528,0,267,2,406,41,441,651,40,328,296,2,44,630,941,1024,524,543,377,33,22,186,301,591,27,560,617,184,636,903,165,430,1297,138,510,37,177,369,164,478,101,592,1
K05032,0,0,190,67,4,51,38,11,1247,114,365,14,4,7,6,9,65,31,17,95,67,1,7,0,139,4,50,186,8,30,17,0,21,558,93,401,76,123,1040,8,7,12,64,124,9,113,176,13,122,606,23,168,386,6,126,6,69,150,34,107,26,117,4
K05034,0,0,10,13,1,0,10,0,0,24,24,0,0,1,1,0,0,1,0,30,0,0,0,0,0,1,7,2,0,5,1,0,0,21,23,4,14,7,1,0,1,0,6,10,0,9,6,1,18,0,0,11,4,1,9,1,2,1,1,10,1,6,0
K05100,0,0,2,9,1,5,25,3,0,9,19,1,2,0,2,2,2,3,2,8,4,0,2,0,9,1,107,9,3,90,1,0,1,2,2,0,8,3,0,2,1,2,7,0,2,4,8,1,6,0,0,0,3,1,16,1,1,7,3,1,2,7,0
K05110,1,1,30,31,3,68,40,8,0,152,596,7,22,6,2,2,19,5,17,69,28,0,10,0,46,6,108,34,6,31,5,0,2,15,205,1956,73,32,5,5,4,10,31,39,2,28,37,33,98,1,19,20,866,41,40,1,30,64,9,68,37,118,0
K05111,27,4,1276,303,21,484,482,40,1435,1544,1465,89,63,16,38,17,2837,66,45,678,2751,0,118,0,1006,33,415,1888,14,342,106,0,103,5926,952,6712,308,1163,1401,23,19,115,422,1173,38,1235,1862,34,871,617,31,1292,6109,48,1092,21,328,1097,180,1018,214,882,0
K05120,20,5,2150,1269,59,2002,1903,103,1679,7676,9022,241,233,40,99,83,1774,153,231,2165,1919,9,464,9,1974,42,1717,2937,62,1234,629,33,224,2766,6959,37063,1421,1942,1414,44,56,553,1426,2497,52,1955,3051,292,2450,1575,156,2092,38827,280,2012,57,1202,1941,317,1917,464,2186,1
K05130,0,0,2,3,0,2,2,0,0,15,7,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,1,0,0,0,0,2,2,2,3,0,0,0,0,4,4,0,3,0,0,12,0,0,3,2,0,0,0,1,1,0,5,0,11,0
K05131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K05132,3,11,269,427,29,185,756,52,206,113,960,56,42,24,42,18,100,75,28,462,115,0,77,3,260,42,628,362,30,487,88,35,80,143,3073,1436,478,269,304,22,26,82,291,450,30,260,370,20,429,372,27,259,2574,59,339,22,299,260,120,240,49,377,2
K05133,0,0,3,21,1,1,0,0,0,8,0,0,0,0,0,0,0,0,1,25,7,0,1,0,0,1,2,3,0,3,0,0,1,0,11,7,10,5,0,0,1,0,29,24,1,5,1,1,46,9,1,1,0,0,1,1,6,16,0,17,1,19,0
K05134,28,20,3436,5055,304,4076,3761,427,6856,7946,16374,578,1865,252,404,385,3673,657,1600,6661,3694,13,1361,25,3969,391,3462,3478,369,2925,1976,0,502,3449,7695,20904,6381,3671,5679,321,254,1742,4686,3555,321,3541,3506,1941,8949,5579,1666,3403,21895,1689,3420,299,1452,3971,2026,3554,1396,7909,20
K05140,0,0,2,4,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2,0,0,0,0,1,2,0,1,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,2,0
K05142,7,4,732,817,53,1313,1052,42,1536,2469,4681,146,694,42,69,56,761,119,438,1803,768,0,487,0,586,49,910,976,36,616,687,0,129,476,1928,3483,912,816,1232,43,28,610,1235,665,49,819,974,527,2613,1205,422,795,3004,416,811,30,287,626,572,859,139,1768,0
K05143,0,1,46,101,8,173,79,7,183,75,606,3,4,5,9,12,13,16,2,134,18,0,7,0,37,10,57,80,8,65,16,0,7,50,185,372,111,42,311,9,6,7,55,57,12,63,88,3,155,932,1,72,426,5,32,8,35,14,7,85,9,100,0
K05144,0,0,7,10,0,5,6,0,0,21,3,1,0,0,0,0,0,1,0,4,1,0,1,0,2,0,20,9,0,23,1,0,0,0,20,0,13,2,0,0,0,0,13,3,0,3,10,0,18,0,0,10,5,0,6,0,1,2,0,4,0,15,0
K05145,0,0,4,10,0,0,104,0,0,279,102,0,0,0,0,0,0,0,4,179,0,0,0,0,0,0,65,5,0,13,3,0,0,0,4,1,12,18,3,0,0,0,13,20,0,26,6,1,145,0,0,6,0,4,8,0,1,0,0,23,1,114,0
K05146,19,5,290,336,52,607,612,55,1068,550,2423,49,80,44,76,77,237,90,67,281,235,0,69,0,326,35,604,263,48,525,98,0,47,951,1175,1519,339,299,974,37,27,57,199,275,55,300,275,68,350,928,81,300,1681,82,306,81,160,338,180,283,232,461,0
K05150,0,0,120,50,5,79,14,1,9,49,643,5,2,4,4,6,9,3,0,22,9,0,45,0,387,3,9,186,2,9,25,0,3,634,294,113,43,117,44,0,2,57,57,76,2,132,181,5,37,59,10,131,2225,9,104,1,15,406,39,101,14,30,0
K05152,0,0,54,5,2,5,14,0,5,51,285,2,74,2,2,1,24,1,67,21,18,0,45,0,74,0,12,26,1,3,52,0,3,94,29,315,6,30,20,1,0,53,8,10,0,44,19,88,40,3,97,44,203,35,19,0,14,83,64,27,47,69,0
K05160,0,0,2,0,0,0,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0
K05161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
K05162,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K05164,0,0,5,0,0,0,23,0,0,4,0,0,0,0,0,0,1,0,0,18,1,0,0,0,2,0,27,0,0,14,0,0,0,3,1,1,1,1,0,0,0,0,0,2,0,8,0,0,13,0,0,4,2,0,4,0,0,1,0,3,0,28,0
K05166,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0
K05168,0,0,3,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,3,1,0,6,0,1,2,0,0,0,1,0,4,0,0,1,0,2,0,3,0
K05169,0,0,3,0,0,0,0,0,0,8,2,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,7,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
K05200,63,24,2177,2807,168,2696,1641,265,1197,5551,9454,367,1005,159,204,177,2791,396,1019,4584,2762,68,919,45,3043,190,1472,2256,191,1232,1206,2,345,3279,5883,4549,3028,2539,1344,161,145,1023,3135,2596,182,2513,2190,1079,6009,1446,965,2141,4837,903,2431,153,1011,3092,1239,2258,666,5182,39
K05202,0,0,54,82,0,8,227,0,0,230,168,0,0,1,1,0,2,0,0,130,4,1,8,1,0,0,339,13,0,244,2,9,0,49,19,22,50,24,0,0,0,1,115,90,0,26,11,3,139,6,0,49,19,3,5,0,0,5,1,64,11,196,1
K05203,96,11,2201,2411,133,2273,2807,247,6246,6620,9732,337,823,128,202,208,2929,331,741,3009,2924,26,890,19,2557,148,2662,2325,152,2388,956,6,301,4385,7779,16585,2638,2473,4576,141,124,933,2371,2187,166,2332,2354,816,4054,4307,743,2126,18491,638,2304,132,1336,2489,901,2064,719,3875,10
K05204,45,4,3783,1531,52,3717,793,87,650,2253,14737,255,1156,61,105,32,5263,152,850,6200,5511,22,1615,50,2514,64,636,4358,52,465,2052,9,278,5569,1271,12580,1051,3438,776,32,65,1948,3625,3692,63,3493,4115,948,7052,281,949,3677,10079,752,3359,24,505,2575,1426,3788,477,5977,32
K05211,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0
K05215,0,0,0,8,3,1,0,0,0,1,9,0,1,1,0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,113,4,1,0,1,1,0,4,0,0,2,1,0,3,1,0,2,104,0,0,0,0,0,0,0,0,2,0
K05219,2,1,431,302,25,790,389,38,107,288,2564,21,117,26,40,40,321,43,85,395,338,2,201,0,338,18,297,452,26,282,244,1,37,175,823,1181,410,397,139,25,25,232,245,445,30,380,451,112,490,354,112,383,1376,128,429,44,142,347,226,402,134,470,0
K05220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K05221,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K05222,0,0,1,1,0,1,11,0,0,5,2,0,0,0,0,0,0,0,0,6,1,0,0,0,3,0,6,4,1,3,0,0,0,0,0,6,2,2,0,0,0,0,1,1,0,5,4,0,5,0,0,1,4,0,1,0,0,2,0,2,0,11,0
K05310,0,0,1,1,0,2,0,0,0,0,5,0,0,0,0,0,25,0,0,9,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,1,0,2,0,0,0,0,6,2,0,0,11,0,9,0,0,1,0,0,0,0,0,1,0,7,0,5,0
K05320,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0
K05322,5,0,158,511,9,177,156,11,11,212,717,15,3,5,15,7,22,15,2,195,28,0,20,0,159,9,298,134,11,184,11,1,14,27,70,397,173,124,11,9,1,9,750,201,11,130,128,8,211,24,2,172,320,1,205,3,12,174,11,162,10,234,0
K05323,0,0,3,0,0,11,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,0,0,1,1,0,3,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,7,0
K05340,1,0,928,487,59,982,677,44,2761,690,2672,59,428,51,56,45,1816,93,424,606,1974,0,271,0,1069,55,577,1006,48,446,321,1,67,1300,1199,3004,522,851,1747,36,28,341,385,758,20,816,968,467,892,1701,549,934,2704,340,736,27,368,1076,327,727,236,880,1
K05410,0,1,166,115,5,461,18,1,15,190,2001,10,37,1,10,1,425,1,24,483,428,0,19,0,140,2,48,166,3,10,17,0,23,27,17,1202,90,145,4,0,0,10,226,165,2,176,155,3,531,39,32,157,698,9,149,4,2,156,50,187,23,288,0
K05412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
